"bdgt_id","dma1_name","dma2_name","chan1_name","client_id","chan1_id","dma2_id","dma1_id","sp_min_h","percent_max","sp_max_h"
"76_150_351","Low Stores Medium Loyalty","MARQUETTE-MI","TV Brand",11,76,150,351,NULL,NULL,NULL
"76_151_353","Medium Stores Low Loyalty","MCALLEN-TX","TV Brand",11,76,151,353,NULL,NULL,NULL
"76_152_351","Low Stores Medium Loyalty","MDFRD/KLMATH FA-OR","TV Brand",11,76,152,351,NULL,NULL,NULL
"76_153_350","Low Stores Low Loyalty","MEMPHIS-TN","TV Brand",11,76,153,350,NULL,NULL,NULL
"76_154_353","Medium Stores Low Loyalty","MIAMI/FT. LDRDA-FL","TV Brand",11,76,154,353,NULL,NULL,NULL
"76_155_353","Medium Stores Low Loyalty","MIDLAND-TX","TV Brand",11,76,155,353,NULL,NULL,NULL
"76_156_352","Medium Stores High Loyalty","MILWAUKEE-WI","TV Brand",11,76,156,352,NULL,NULL,NULL
"76_157_352","Medium Stores High Loyalty","MINNEAPOLIS-MN","TV Brand",11,76,157,352,NULL,NULL,NULL
"76_158_352","Medium Stores High Loyalty","MINOT/BISMARCK-ND","TV Brand",11,76,158,352,NULL,NULL,NULL
"76_159_350","Low Stores Low Loyalty","MBLE/PNSCOLA-AL/FL","TV Brand",11,76,159,350,NULL,NULL,NULL
"76_160_350","Low Stores Low Loyalty","MONROE/EL DORDO-LA","TV Brand",11,76,160,350,NULL,NULL,NULL
"76_161_350","Low Stores Low Loyalty","MONTEREY/SALINA-CA","TV Brand",11,76,161,350,NULL,NULL,NULL
"76_162_350","Low Stores Low Loyalty","MONTGOMERY-AL","TV Brand",11,76,162,350,NULL,NULL,NULL
"76_163_353","Medium Stores Low Loyalty","NASHVILLE-TN","TV Brand",11,76,163,353,NULL,NULL,NULL
"76_164_352","Medium Stores High Loyalty","NEW HAVEN/HARTD-CT","TV Brand",11,76,164,352,NULL,NULL,NULL
"76_165_350","Low Stores Low Loyalty","NEW ORLEANS-LA","TV Brand",11,76,165,350,NULL,NULL,NULL
"76_166_352","Medium Stores High Loyalty","NORFOLK-VA","TV Brand",11,76,166,352,NULL,NULL,NULL
"76_167_353","Medium Stores Low Loyalty","OKLAHOMA CITY-OK","TV Brand",11,76,167,353,NULL,NULL,NULL
"76_168_353","Medium Stores Low Loyalty","OMAHA-NE","TV Brand",11,76,168,353,NULL,NULL,NULL
"76_169_353","Medium Stores Low Loyalty","ORLNDO/DYTNA/MB-FL","TV Brand",11,76,169,353,NULL,NULL,NULL
"76_170_351","Low Stores Medium Loyalty","PADUCAH-KY","TV Brand",11,76,170,351,NULL,NULL,NULL
"76_171_353","Medium Stores Low Loyalty","PALM SPRINGS-CA","TV Brand",11,76,171,353,NULL,NULL,NULL
"76_172_351","Low Stores Medium Loyalty","PANAMA CITY-FL","TV Brand",11,76,172,351,NULL,NULL,NULL
"76_173_351","Low Stores Medium Loyalty","PARKERSBURG-WV","TV Brand",11,76,173,351,NULL,NULL,NULL
"76_174_352","Medium Stores High Loyalty","PEORIA/BLMNGTN-IL","TV Brand",11,76,174,352,NULL,NULL,NULL
"76_175_352","Medium Stores High Loyalty","PHILADELPHIA-PA","TV Brand",11,76,175,352,NULL,NULL,NULL
"76_176_353","Medium Stores Low Loyalty","PHOENIX-AZ","TV Brand",11,76,176,353,NULL,NULL,NULL
"76_177_352","Medium Stores High Loyalty","PITTSBURGH-PA","TV Brand",11,76,177,352,NULL,NULL,NULL
"76_178_351","Low Stores Medium Loyalty","PORTLAND-ME","TV Brand",11,76,178,351,NULL,NULL,NULL
"76_179_353","Medium Stores Low Loyalty","PORTLAND-OR","TV Brand",11,76,179,353,NULL,NULL,NULL
"76_180_352","Medium Stores High Loyalty","PROVIDENCE-RI","TV Brand",11,76,180,352,NULL,NULL,NULL
"76_181_351","Low Stores Medium Loyalty","QUINCY-IL","TV Brand",11,76,181,351,NULL,NULL,NULL
"76_182_353","Medium Stores Low Loyalty","RALEIGH-NC","TV Brand",11,76,182,353,NULL,NULL,NULL
"76_183_352","Medium Stores High Loyalty","RAPID CITY-SD","TV Brand",11,76,183,352,NULL,NULL,NULL
"76_184_352","Medium Stores High Loyalty","RENO-NV","TV Brand",11,76,184,352,NULL,NULL,NULL
"76_185_352","Medium Stores High Loyalty","RICHMOND-VA","TV Brand",11,76,185,352,NULL,NULL,NULL
"76_186_351","Low Stores Medium Loyalty","ROANOKE/LYCHBRG-VA","TV Brand",11,76,186,351,NULL,NULL,NULL
"76_187_352","Medium Stores High Loyalty","ROCHESTER-MN","TV Brand",11,76,187,352,NULL,NULL,NULL
"76_188_351","Low Stores Medium Loyalty","ROCHESTER-NY","TV Brand",11,76,188,351,NULL,NULL,NULL
"76_189_352","Medium Stores High Loyalty","ROCKFORD-IL","TV Brand",11,76,189,352,NULL,NULL,NULL
"76_190_353","Medium Stores Low Loyalty","SACRAMENTO-CA","TV Brand",11,76,190,353,NULL,NULL,NULL
"76_191_351","Low Stores Medium Loyalty","SALISBURY-MD","TV Brand",11,76,191,351,NULL,NULL,NULL
"76_192_353","Medium Stores Low Loyalty","SALT LAKE CITY-UT","TV Brand",11,76,192,353,NULL,NULL,NULL
"76_193_353","Medium Stores Low Loyalty","SAN ANTONIO-TX","TV Brand",11,76,193,353,NULL,NULL,NULL
"76_194_353","Medium Stores Low Loyalty","SAN DIEGO-CA","TV Brand",11,76,194,353,NULL,NULL,NULL
"76_195_353","Medium Stores Low Loyalty","SAN FRANCISCO-CA","TV Brand",11,76,195,353,NULL,NULL,NULL
"76_196_352","Medium Stores High Loyalty","SANTA BARBARA-CA","TV Brand",11,76,196,352,NULL,NULL,NULL
"76_197_353","Medium Stores Low Loyalty","SEATTLE-WA","TV Brand",11,76,197,353,NULL,NULL,NULL
"76_198_350","Low Stores Low Loyalty","SHERMAN/ADA-TX","TV Brand",11,76,198,350,NULL,NULL,NULL
"76_199_350","Low Stores Low Loyalty","SHREVEPORT-LA","TV Brand",11,76,199,350,NULL,NULL,NULL
"76_200_352","Medium Stores High Loyalty","SIOUX CITY-IA","TV Brand",11,76,200,352,NULL,NULL,NULL
"76_201_352","Medium Stores High Loyalty","SIOUX FALLS-SD","TV Brand",11,76,201,352,NULL,NULL,NULL
"76_202_351","Low Stores Medium Loyalty","SOUTH BEND-IN","TV Brand",11,76,202,351,NULL,NULL,NULL
"76_203_350","Low Stores Low Loyalty","SPOKANE-WA","TV Brand",11,76,203,350,NULL,NULL,NULL
"76_204_351","Low Stores Medium Loyalty","SPRINGFIELD-MA","TV Brand",11,76,204,351,NULL,NULL,NULL
"76_205_352","Medium Stores High Loyalty","SPRINGFIELD-MO","TV Brand",11,76,205,352,NULL,NULL,NULL
"76_206_265","Other","ST. GEORGE-UT","TV Brand",11,76,206,265,NULL,NULL,NULL
"76_207_350","Low Stores Low Loyalty","ST. JOSEPH-MO","TV Brand",11,76,207,350,NULL,NULL,NULL
"76_208_352","Medium Stores High Loyalty","ST. LOUIS-MO","TV Brand",11,76,208,352,NULL,NULL,NULL
"76_209_351","Low Stores Medium Loyalty","SYRACUSE-NY","TV Brand",11,76,209,351,NULL,NULL,NULL
"76_210_350","Low Stores Low Loyalty","TALLHSSE/THMSVL-FL","TV Brand",11,76,210,350,NULL,NULL,NULL
"76_211_353","Medium Stores Low Loyalty","TMPA/ST.PT/LKLD-FL","TV Brand",11,76,211,353,NULL,NULL,NULL
"76_212_351","Low Stores Medium Loyalty","TERRE HAUTE-IN","TV Brand",11,76,212,351,NULL,NULL,NULL
"76_213_265","Other","TEXARKANA-TX","TV Brand",11,76,213,265,NULL,NULL,NULL
"76_214_352","Medium Stores High Loyalty","TOLEDO-OH","TV Brand",11,76,214,352,NULL,NULL,NULL
"76_215_352","Medium Stores High Loyalty","TOPEKA-KS","TV Brand",11,76,215,352,NULL,NULL,NULL
"76_216_351","Low Stores Medium Loyalty","TRAVERSE CITY-MI","TV Brand",11,76,216,351,NULL,NULL,NULL
"76_217_351","Low Stores Medium Loyalty","TRI CITIES-TN","TV Brand",11,76,217,351,NULL,NULL,NULL
"76_218_354","High Stores High Loyalty","TRI-STATE-NY/NJ/CT","TV Brand",11,76,218,354,NULL,NULL,NULL
"76_219_352","Medium Stores High Loyalty","TUCSON-AZ","TV Brand",11,76,219,352,NULL,NULL,NULL
"76_220_352","Medium Stores High Loyalty","TULSA-OK","TV Brand",11,76,220,352,NULL,NULL,NULL
"76_221_350","Low Stores Low Loyalty","TYLER/LONGVIEW-TX","TV Brand",11,76,221,350,NULL,NULL,NULL
"76_222_352","Medium Stores High Loyalty","UTICA-NY","TV Brand",11,76,222,352,NULL,NULL,NULL
"76_223_350","Low Stores Low Loyalty","VICTORIA-TX","TV Brand",11,76,223,350,NULL,NULL,NULL
"76_224_353","Medium Stores Low Loyalty","WACO/TMPL/BRYAN-TX","TV Brand",11,76,224,353,NULL,NULL,NULL
"76_225_352","Medium Stores High Loyalty","WASHINGTON D.C.","TV Brand",11,76,225,352,NULL,NULL,NULL
"76_226_352","Medium Stores High Loyalty","WATERTOWN-NY","TV Brand",11,76,226,352,NULL,NULL,NULL
"76_227_351","Low Stores Medium Loyalty","WAUSAU-WI","TV Brand",11,76,227,351,NULL,NULL,NULL
"76_228_351","Low Stores Medium Loyalty","WEST PALM BEACH-FL","TV Brand",11,76,228,351,NULL,NULL,NULL
"76_229_351","Low Stores Medium Loyalty","WHEELING-WV","TV Brand",11,76,229,351,NULL,NULL,NULL
"76_230_352","Medium Stores High Loyalty","WICHITA-KS","TV Brand",11,76,230,352,NULL,NULL,NULL
"76_231_351","Low Stores Medium Loyalty","WILKES-BARRE-PA","TV Brand",11,76,231,351,NULL,NULL,NULL
"76_232_352","Medium Stores High Loyalty","WILMINGTON-NC","TV Brand",11,76,232,352,NULL,NULL,NULL
"76_233_350","Low Stores Low Loyalty","YAKIMA-WA","TV Brand",11,76,233,350,NULL,NULL,NULL
"76_234_352","Medium Stores High Loyalty","YOUNGSTOWN-OH","TV Brand",11,76,234,352,NULL,NULL,NULL
"76_235_350","Low Stores Low Loyalty","YUMA-AZ","TV Brand",11,76,235,350,NULL,NULL,NULL
"76_236_351","Low Stores Medium Loyalty","ZANESVILLE-OH","TV Brand",11,76,236,351,NULL,NULL,NULL
"76_237_265","Other","LAWTON-TX","TV Brand",11,76,237,265,NULL,NULL,NULL
"76_238_265","Other","SAVANNAH-GA","TV Brand",11,76,238,265,NULL,NULL,NULL
"76_239_265","Other","KIRKSVILLE-IA","TV Brand",11,76,239,265,NULL,NULL,NULL
"76_42_350","Low Stores Low Loyalty","ABILENE-TX","TV Brand",11,76,42,350,NULL,NULL,NULL
"76_43_350","Low Stores Low Loyalty","ALBANY-GA","TV Brand",11,76,43,350,NULL,NULL,NULL
"76_44_351","Low Stores Medium Loyalty","ALBANY-NY","TV Brand",11,76,44,351,NULL,NULL,NULL
"76_45_352","Medium Stores High Loyalty","ALBQ/SANTA FE-NM","TV Brand",11,76,45,352,NULL,NULL,NULL
"76_46_353","Medium Stores Low Loyalty","AMARILLO-TX","TV Brand",11,76,46,353,NULL,NULL,NULL
"76_47_352","Medium Stores High Loyalty","ANCHORAGE-AK","TV Brand",11,76,47,352,NULL,NULL,NULL
"76_48_353","Medium Stores Low Loyalty","ATLANTA-GA","TV Brand",11,76,48,353,NULL,NULL,NULL
"76_49_352","Medium Stores High Loyalty","AUGUSTA-GA","TV Brand",11,76,49,352,NULL,NULL,NULL
"76_50_353","Medium Stores Low Loyalty","AUSTIN-TX","TV Brand",11,76,50,353,NULL,NULL,NULL
"76_51_352","Medium Stores High Loyalty","BAKERSFIELD-CA","TV Brand",11,76,51,352,NULL,NULL,NULL
"76_52_352","Medium Stores High Loyalty","BALTIMORE-MD","TV Brand",11,76,52,352,NULL,NULL,NULL
"76_53_351","Low Stores Medium Loyalty","BANGOR-ME","TV Brand",11,76,53,351,NULL,NULL,NULL
"76_54_350","Low Stores Low Loyalty","BATON ROUGE-LA","TV Brand",11,76,54,350,NULL,NULL,NULL
"76_55_350","Low Stores Low Loyalty","BEAUMT/PORT ART-TX","TV Brand",11,76,55,350,NULL,NULL,NULL
"76_56_350","Low Stores Low Loyalty","BEND-OR","TV Brand",11,76,56,350,NULL,NULL,NULL
"76_57_352","Medium Stores High Loyalty","BILLINGS-MT","TV Brand",11,76,57,352,NULL,NULL,NULL
"76_58_350","Low Stores Low Loyalty","BILOXI/GULFPORT-MS","TV Brand",11,76,58,350,NULL,NULL,NULL
"76_59_352","Medium Stores High Loyalty","BINGHAMTON-NY","TV Brand",11,76,59,352,NULL,NULL,NULL
"76_60_350","Low Stores Low Loyalty","BIRMINGHAM-AL","TV Brand",11,76,60,350,NULL,NULL,NULL
"76_61_351","Low Stores Medium Loyalty","BLUEFIELD-WV","TV Brand",11,76,61,351,NULL,NULL,NULL
"76_62_353","Medium Stores Low Loyalty","BOISE-ID","TV Brand",11,76,62,353,NULL,NULL,NULL
"76_63_352","Medium Stores High Loyalty","BOSTON-MA","TV Brand",11,76,63,352,NULL,NULL,NULL
"76_64_352","Medium Stores High Loyalty","BOWLING GREEN-KY","TV Brand",11,76,64,352,NULL,NULL,NULL
"76_65_352","Medium Stores High Loyalty","BUFFALO-NY","TV Brand",11,76,65,352,NULL,NULL,NULL
"76_66_351","Low Stores Medium Loyalty","BRLGTN-PLATTSBG-VT","TV Brand",11,76,66,351,NULL,NULL,NULL
"76_67_350","Low Stores Low Loyalty","BUTTE/BOZEMAN-MT","TV Brand",11,76,67,350,NULL,NULL,NULL
"76_68_350","Low Stores Low Loyalty","CASPER/RIVERTON-WY","TV Brand",11,76,68,350,NULL,NULL,NULL
"76_69_352","Medium Stores High Loyalty","CEDAR RAPIDS-IA","TV Brand",11,76,69,352,NULL,NULL,NULL
"76_70_352","Medium Stores High Loyalty","CHMPGN/SPRINFD-IL","TV Brand",11,76,70,352,NULL,NULL,NULL
"76_71_351","Low Stores Medium Loyalty","CHRLSTN/HNTNGTN-WV","TV Brand",11,76,71,351,NULL,NULL,NULL
"76_72_350","Low Stores Low Loyalty","CHARLESTON-SC","TV Brand",11,76,72,350,NULL,NULL,NULL
"76_73_353","Medium Stores Low Loyalty","CHARLOTTE-NC","TV Brand",11,76,73,353,NULL,NULL,NULL
"76_74_350","Low Stores Low Loyalty","CHARLOTTESVILLE","TV Brand",11,76,74,350,NULL,NULL,NULL
"76_75_350","Low Stores Low Loyalty","CHATTANOOGA-TN","TV Brand",11,76,75,350,NULL,NULL,NULL
"76_76_350","Low Stores Low Loyalty","CHEYENNE- WY","TV Brand",11,76,76,350,NULL,NULL,NULL
"76_77_354","High Stores High Loyalty","CHICAGO-IL","TV Brand",11,76,77,354,NULL,NULL,NULL
"76_78_352","Medium Stores High Loyalty","CHICO/REDDING-CA","TV Brand",11,76,78,352,NULL,NULL,NULL
"76_79_352","Medium Stores High Loyalty","CINCINNATI-OH","TV Brand",11,76,79,352,NULL,NULL,NULL
"76_80_351","Low Stores Medium Loyalty","CLARKSBURG-WV","TV Brand",11,76,80,351,NULL,NULL,NULL
"76_81_352","Medium Stores High Loyalty","CLEVELAND-OH","TV Brand",11,76,81,352,NULL,NULL,NULL
"76_82_352","Medium Stores High Loyalty","COLORADO SPRNGS-CO","TV Brand",11,76,82,352,NULL,NULL,NULL
"76_83_352","Medium Stores High Loyalty","COLMBA/JEFFRSON-MO","TV Brand",11,76,83,352,NULL,NULL,NULL
"76_84_352","Medium Stores High Loyalty","COLUMBIA-SC","TV Brand",11,76,84,352,NULL,NULL,NULL
"76_85_350","Low Stores Low Loyalty","COLMBS/TPLO/WPT-MS","TV Brand",11,76,85,350,NULL,NULL,NULL
"76_86_350","Low Stores Low Loyalty","COLUMBUS-GA","TV Brand",11,76,86,350,NULL,NULL,NULL
"76_87_352","Medium Stores High Loyalty","COLUMBUS-OH","TV Brand",11,76,87,352,NULL,NULL,NULL
"76_88_352","Medium Stores High Loyalty","CORPUS CHRISTI-TX","TV Brand",11,76,88,352,NULL,NULL,NULL
"76_89_353","Medium Stores Low Loyalty","DALLAS-TX","TV Brand",11,76,89,353,NULL,NULL,NULL
"76_90_351","Low Stores Medium Loyalty","DAVENPORT-IA","TV Brand",11,76,90,351,NULL,NULL,NULL
"76_91_352","Medium Stores High Loyalty","DAYTON-OH","TV Brand",11,76,91,352,NULL,NULL,NULL
"76_92_352","Medium Stores High Loyalty","DENVER-CO","TV Brand",11,76,92,352,NULL,NULL,NULL
"76_93_353","Medium Stores Low Loyalty","DES MOINES-IA","TV Brand",11,76,93,353,NULL,NULL,NULL
"76_94_352","Medium Stores High Loyalty","DETROIT-MI","TV Brand",11,76,94,352,NULL,NULL,NULL
"76_95_350","Low Stores Low Loyalty","DOTHAN-AL","TV Brand",11,76,95,350,NULL,NULL,NULL
"76_96_352","Medium Stores High Loyalty","DULUTH-MN","TV Brand",11,76,96,352,NULL,NULL,NULL
"76_97_353","Medium Stores Low Loyalty","EL PASO-TX","TV Brand",11,76,97,353,NULL,NULL,NULL
"76_98_351","Low Stores Medium Loyalty","ELMIRA-NY","TV Brand",11,76,98,351,NULL,NULL,NULL
"76_99_352","Medium Stores High Loyalty","ERIE-PA","TV Brand",11,76,99,352,NULL,NULL,NULL
"77_100_350","Low Stores Low Loyalty","EUGENE-OR","TV Event",11,77,100,350,NULL,NULL,NULL
"77_101_350","Low Stores Low Loyalty","EUREKA-CA","TV Event",11,77,101,350,NULL,NULL,NULL
"77_102_351","Low Stores Medium Loyalty","EVANSVILLE-IN","TV Event",11,77,102,351,NULL,NULL,NULL
"77_103_352","Medium Stores High Loyalty","FARGO-ND","TV Event",11,77,103,352,NULL,NULL,NULL
"77_104_353","Medium Stores Low Loyalty","FAYETTEVL/FT.SM-AR","TV Event",11,77,104,353,NULL,NULL,NULL
"77_105_265","Other","FLAGSTAFF-AZ","TV Event",11,77,105,265,NULL,NULL,NULL
"77_106_351","Low Stores Medium Loyalty","FLNT/SGNW-BYCT-MI","TV Event",11,77,106,351,NULL,NULL,NULL
"77_107_353","Medium Stores Low Loyalty","FLORNCE/MRTL BE-SC","TV Event",11,77,107,353,NULL,NULL,NULL
"77_108_351","Low Stores Medium Loyalty","FORT MYRS/NAPLS-FL","TV Event",11,77,108,351,NULL,NULL,NULL
"77_109_352","Medium Stores High Loyalty","FORT WAYNE-IN","TV Event",11,77,109,352,NULL,NULL,NULL
"77_110_353","Medium Stores Low Loyalty","FRESNO/VISALIA-CA","TV Event",11,77,110,353,NULL,NULL,NULL
"77_111_350","Low Stores Low Loyalty","GAINESVILLE-FL","TV Event",11,77,111,350,NULL,NULL,NULL
"77_112_352","Medium Stores High Loyalty","GRD JCT/MNTS-CO","TV Event",11,77,112,352,NULL,NULL,NULL
"77_113_352","Medium Stores High Loyalty","GRD RPD KMZ-MI","TV Event",11,77,113,352,NULL,NULL,NULL
"77_114_352","Medium Stores High Loyalty","GREENBAY/APLTN-WI","TV Event",11,77,114,352,NULL,NULL,NULL
"77_115_351","Low Stores Medium Loyalty","GREENSBORO-NC","TV Event",11,77,115,351,NULL,NULL,NULL
"77_116_350","Low Stores Low Loyalty","GREENVILLE-NC","TV Event",11,77,116,350,NULL,NULL,NULL
"77_117_351","Low Stores Medium Loyalty","GREENVILLE-SC","TV Event",11,77,117,351,NULL,NULL,NULL
"77_118_352","Medium Stores High Loyalty","HBG/LANCAST-PA","TV Event",11,77,118,352,NULL,NULL,NULL
"77_119_351","Low Stores Medium Loyalty","HARRISONBURG-VA","TV Event",11,77,119,351,NULL,NULL,NULL
"77_120_350","Low Stores Low Loyalty","HATTSBURG/LAURL-MS","TV Event",11,77,120,350,NULL,NULL,NULL
"77_121_353","Medium Stores Low Loyalty","HOUSTON-TX","TV Event",11,77,121,353,NULL,NULL,NULL
"77_122_351","Low Stores Medium Loyalty","HUNTSVILLE-AL","TV Event",11,77,122,351,NULL,NULL,NULL
"77_123_353","Medium Stores Low Loyalty","IDHO FLS/POCTLO-ID","TV Event",11,77,123,353,NULL,NULL,NULL
"77_124_352","Medium Stores High Loyalty","INDIANAPOLIS-IN","TV Event",11,77,124,352,NULL,NULL,NULL
"77_125_350","Low Stores Low Loyalty","JACKSON-MS","TV Event",11,77,125,350,NULL,NULL,NULL
"77_126_350","Low Stores Low Loyalty","JACKSON-TN","TV Event",11,77,126,350,NULL,NULL,NULL
"77_127_352","Medium Stores High Loyalty","JACKSONVILLE-FL","TV Event",11,77,127,352,NULL,NULL,NULL
"77_128_351","Low Stores Medium Loyalty","JOHNSTOWN/ALTNA-PA","TV Event",11,77,128,351,NULL,NULL,NULL
"77_129_350","Low Stores Low Loyalty","JONESBORO-AR","TV Event",11,77,129,350,NULL,NULL,NULL
"77_130_352","Medium Stores High Loyalty","JOPLIN/PTSBURG-MO","TV Event",11,77,130,352,NULL,NULL,NULL
"77_131_353","Medium Stores Low Loyalty","KANSAS CT-KS / MO","TV Event",11,77,131,353,NULL,NULL,NULL
"77_132_351","Low Stores Medium Loyalty","KNOXVILLE-TN","TV Event",11,77,132,351,NULL,NULL,NULL
"77_133_352","Medium Stores High Loyalty","LA CRSE/EAU CL-WI","TV Event",11,77,133,352,NULL,NULL,NULL
"77_134_352","Medium Stores High Loyalty","LAFAYETTE-IN","TV Event",11,77,134,352,NULL,NULL,NULL
"77_135_350","Low Stores Low Loyalty","LAFAYETTE-LA","TV Event",11,77,135,350,NULL,NULL,NULL
"77_136_350","Low Stores Low Loyalty","LAKE CHARLES-LA","TV Event",11,77,136,350,NULL,NULL,NULL
"77_137_352","Medium Stores High Loyalty","LANSING/JACKSON-MI","TV Event",11,77,137,352,NULL,NULL,NULL
"77_138_353","Medium Stores Low Loyalty","LAREDO-TX","TV Event",11,77,138,353,NULL,NULL,NULL
"77_139_353","Medium Stores Low Loyalty","LAS VEGAS-NV","TV Event",11,77,139,353,NULL,NULL,NULL
"77_140_353","Medium Stores Low Loyalty","LEXINGTON-KY","TV Event",11,77,140,353,NULL,NULL,NULL
"77_141_351","Low Stores Medium Loyalty","LIMA-OH","TV Event",11,77,141,351,NULL,NULL,NULL
"77_142_352","Medium Stores High Loyalty","LINCOLN-NE","TV Event",11,77,142,352,NULL,NULL,NULL
"77_143_350","Low Stores Low Loyalty","LITTLE ROCK-AR","TV Event",11,77,143,350,NULL,NULL,NULL
"77_144_354","High Stores High Loyalty","LOS ANGELES-CA","TV Event",11,77,144,354,NULL,NULL,NULL
"77_145_352","Medium Stores High Loyalty","LOUISVILLE-KY","TV Event",11,77,145,352,NULL,NULL,NULL
"77_146_352","Medium Stores High Loyalty","LUBBOCK-TX","TV Event",11,77,146,352,NULL,NULL,NULL
"77_147_350","Low Stores Low Loyalty","MACON-GA","TV Event",11,77,147,350,NULL,NULL,NULL
"77_148_352","Medium Stores High Loyalty","MADISON-WI","TV Event",11,77,148,352,NULL,NULL,NULL
"77_149_352","Medium Stores High Loyalty","MANKATO-MN","TV Event",11,77,149,352,NULL,NULL,NULL
"77_150_351","Low Stores Medium Loyalty","MARQUETTE-MI","TV Event",11,77,150,351,NULL,NULL,NULL
"77_151_353","Medium Stores Low Loyalty","MCALLEN-TX","TV Event",11,77,151,353,NULL,NULL,NULL
"77_152_351","Low Stores Medium Loyalty","MDFRD/KLMATH FA-OR","TV Event",11,77,152,351,NULL,NULL,NULL
"77_153_350","Low Stores Low Loyalty","MEMPHIS-TN","TV Event",11,77,153,350,NULL,NULL,NULL
"77_154_353","Medium Stores Low Loyalty","MIAMI/FT. LDRDA-FL","TV Event",11,77,154,353,NULL,NULL,NULL
"77_155_353","Medium Stores Low Loyalty","MIDLAND-TX","TV Event",11,77,155,353,NULL,NULL,NULL
"77_156_352","Medium Stores High Loyalty","MILWAUKEE-WI","TV Event",11,77,156,352,NULL,NULL,NULL
"77_157_352","Medium Stores High Loyalty","MINNEAPOLIS-MN","TV Event",11,77,157,352,NULL,NULL,NULL
"77_158_352","Medium Stores High Loyalty","MINOT/BISMARCK-ND","TV Event",11,77,158,352,NULL,NULL,NULL
"77_159_350","Low Stores Low Loyalty","MBLE/PNSCOLA-AL/FL","TV Event",11,77,159,350,NULL,NULL,NULL
"77_160_350","Low Stores Low Loyalty","MONROE/EL DORDO-LA","TV Event",11,77,160,350,NULL,NULL,NULL
"77_161_350","Low Stores Low Loyalty","MONTEREY/SALINA-CA","TV Event",11,77,161,350,NULL,NULL,NULL
"77_162_350","Low Stores Low Loyalty","MONTGOMERY-AL","TV Event",11,77,162,350,NULL,NULL,NULL
"77_163_353","Medium Stores Low Loyalty","NASHVILLE-TN","TV Event",11,77,163,353,NULL,NULL,NULL
"77_164_352","Medium Stores High Loyalty","NEW HAVEN/HARTD-CT","TV Event",11,77,164,352,NULL,NULL,NULL
"77_165_350","Low Stores Low Loyalty","NEW ORLEANS-LA","TV Event",11,77,165,350,NULL,NULL,NULL
"77_166_352","Medium Stores High Loyalty","NORFOLK-VA","TV Event",11,77,166,352,NULL,NULL,NULL
"77_167_353","Medium Stores Low Loyalty","OKLAHOMA CITY-OK","TV Event",11,77,167,353,NULL,NULL,NULL
"77_168_353","Medium Stores Low Loyalty","OMAHA-NE","TV Event",11,77,168,353,NULL,NULL,NULL
"77_169_353","Medium Stores Low Loyalty","ORLNDO/DYTNA/MB-FL","TV Event",11,77,169,353,NULL,NULL,NULL
"77_170_351","Low Stores Medium Loyalty","PADUCAH-KY","TV Event",11,77,170,351,NULL,NULL,NULL
"77_171_353","Medium Stores Low Loyalty","PALM SPRINGS-CA","TV Event",11,77,171,353,NULL,NULL,NULL
"77_172_351","Low Stores Medium Loyalty","PANAMA CITY-FL","TV Event",11,77,172,351,NULL,NULL,NULL
"77_173_351","Low Stores Medium Loyalty","PARKERSBURG-WV","TV Event",11,77,173,351,NULL,NULL,NULL
"77_174_352","Medium Stores High Loyalty","PEORIA/BLMNGTN-IL","TV Event",11,77,174,352,NULL,NULL,NULL
"77_175_352","Medium Stores High Loyalty","PHILADELPHIA-PA","TV Event",11,77,175,352,NULL,NULL,NULL
"77_176_353","Medium Stores Low Loyalty","PHOENIX-AZ","TV Event",11,77,176,353,NULL,NULL,NULL
"77_177_352","Medium Stores High Loyalty","PITTSBURGH-PA","TV Event",11,77,177,352,NULL,NULL,NULL
"77_178_351","Low Stores Medium Loyalty","PORTLAND-ME","TV Event",11,77,178,351,NULL,NULL,NULL
"77_179_353","Medium Stores Low Loyalty","PORTLAND-OR","TV Event",11,77,179,353,NULL,NULL,NULL
"77_180_352","Medium Stores High Loyalty","PROVIDENCE-RI","TV Event",11,77,180,352,NULL,NULL,NULL
"77_181_351","Low Stores Medium Loyalty","QUINCY-IL","TV Event",11,77,181,351,NULL,NULL,NULL
"77_182_353","Medium Stores Low Loyalty","RALEIGH-NC","TV Event",11,77,182,353,NULL,NULL,NULL
"77_183_352","Medium Stores High Loyalty","RAPID CITY-SD","TV Event",11,77,183,352,NULL,NULL,NULL
"77_184_352","Medium Stores High Loyalty","RENO-NV","TV Event",11,77,184,352,NULL,NULL,NULL
"77_185_352","Medium Stores High Loyalty","RICHMOND-VA","TV Event",11,77,185,352,NULL,NULL,NULL
"77_186_351","Low Stores Medium Loyalty","ROANOKE/LYCHBRG-VA","TV Event",11,77,186,351,NULL,NULL,NULL
"77_187_352","Medium Stores High Loyalty","ROCHESTER-MN","TV Event",11,77,187,352,NULL,NULL,NULL
"77_188_351","Low Stores Medium Loyalty","ROCHESTER-NY","TV Event",11,77,188,351,NULL,NULL,NULL
"77_189_352","Medium Stores High Loyalty","ROCKFORD-IL","TV Event",11,77,189,352,NULL,NULL,NULL
"77_190_353","Medium Stores Low Loyalty","SACRAMENTO-CA","TV Event",11,77,190,353,NULL,NULL,NULL
"77_191_351","Low Stores Medium Loyalty","SALISBURY-MD","TV Event",11,77,191,351,NULL,NULL,NULL
