"bdgt_id","dma1_name","dma2_name","chan1_name","client_id","chan1_id","dma2_id","dma1_id","sp_min_h","percent_max","sp_max_h"
"77_192_353","Medium Stores Low Loyalty","SALT LAKE CITY-UT","TV Event",11,77,192,353,NULL,NULL,NULL
"77_193_353","Medium Stores Low Loyalty","SAN ANTONIO-TX","TV Event",11,77,193,353,NULL,NULL,NULL
"77_194_353","Medium Stores Low Loyalty","SAN DIEGO-CA","TV Event",11,77,194,353,NULL,NULL,NULL
"77_195_353","Medium Stores Low Loyalty","SAN FRANCISCO-CA","TV Event",11,77,195,353,NULL,NULL,NULL
"77_196_352","Medium Stores High Loyalty","SANTA BARBARA-CA","TV Event",11,77,196,352,NULL,NULL,NULL
"77_197_353","Medium Stores Low Loyalty","SEATTLE-WA","TV Event",11,77,197,353,NULL,NULL,NULL
"77_198_350","Low Stores Low Loyalty","SHERMAN/ADA-TX","TV Event",11,77,198,350,NULL,NULL,NULL
"77_199_350","Low Stores Low Loyalty","SHREVEPORT-LA","TV Event",11,77,199,350,NULL,NULL,NULL
"77_200_352","Medium Stores High Loyalty","SIOUX CITY-IA","TV Event",11,77,200,352,NULL,NULL,NULL
"77_201_352","Medium Stores High Loyalty","SIOUX FALLS-SD","TV Event",11,77,201,352,NULL,NULL,NULL
"77_202_351","Low Stores Medium Loyalty","SOUTH BEND-IN","TV Event",11,77,202,351,NULL,NULL,NULL
"77_203_350","Low Stores Low Loyalty","SPOKANE-WA","TV Event",11,77,203,350,NULL,NULL,NULL
"77_204_351","Low Stores Medium Loyalty","SPRINGFIELD-MA","TV Event",11,77,204,351,NULL,NULL,NULL
"77_205_352","Medium Stores High Loyalty","SPRINGFIELD-MO","TV Event",11,77,205,352,NULL,NULL,NULL
"77_206_265","Other","ST. GEORGE-UT","TV Event",11,77,206,265,NULL,NULL,NULL
"77_207_350","Low Stores Low Loyalty","ST. JOSEPH-MO","TV Event",11,77,207,350,NULL,NULL,NULL
"77_208_352","Medium Stores High Loyalty","ST. LOUIS-MO","TV Event",11,77,208,352,NULL,NULL,NULL
"77_209_351","Low Stores Medium Loyalty","SYRACUSE-NY","TV Event",11,77,209,351,NULL,NULL,NULL
"77_210_350","Low Stores Low Loyalty","TALLHSSE/THMSVL-FL","TV Event",11,77,210,350,NULL,NULL,NULL
"77_211_353","Medium Stores Low Loyalty","TMPA/ST.PT/LKLD-FL","TV Event",11,77,211,353,NULL,NULL,NULL
"77_212_351","Low Stores Medium Loyalty","TERRE HAUTE-IN","TV Event",11,77,212,351,NULL,NULL,NULL
"77_213_265","Other","TEXARKANA-TX","TV Event",11,77,213,265,NULL,NULL,NULL
"77_214_352","Medium Stores High Loyalty","TOLEDO-OH","TV Event",11,77,214,352,NULL,NULL,NULL
"77_215_352","Medium Stores High Loyalty","TOPEKA-KS","TV Event",11,77,215,352,NULL,NULL,NULL
"77_216_351","Low Stores Medium Loyalty","TRAVERSE CITY-MI","TV Event",11,77,216,351,NULL,NULL,NULL
"77_217_351","Low Stores Medium Loyalty","TRI CITIES-TN","TV Event",11,77,217,351,NULL,NULL,NULL
"77_218_354","High Stores High Loyalty","TRI-STATE-NY/NJ/CT","TV Event",11,77,218,354,NULL,NULL,NULL
"77_219_352","Medium Stores High Loyalty","TUCSON-AZ","TV Event",11,77,219,352,NULL,NULL,NULL
"77_220_352","Medium Stores High Loyalty","TULSA-OK","TV Event",11,77,220,352,NULL,NULL,NULL
"77_221_350","Low Stores Low Loyalty","TYLER/LONGVIEW-TX","TV Event",11,77,221,350,NULL,NULL,NULL
"77_222_352","Medium Stores High Loyalty","UTICA-NY","TV Event",11,77,222,352,NULL,NULL,NULL
"77_223_350","Low Stores Low Loyalty","VICTORIA-TX","TV Event",11,77,223,350,NULL,NULL,NULL
"77_224_353","Medium Stores Low Loyalty","WACO/TMPL/BRYAN-TX","TV Event",11,77,224,353,NULL,NULL,NULL
"77_225_352","Medium Stores High Loyalty","WASHINGTON D.C.","TV Event",11,77,225,352,NULL,NULL,NULL
"77_226_352","Medium Stores High Loyalty","WATERTOWN-NY","TV Event",11,77,226,352,NULL,NULL,NULL
"77_227_351","Low Stores Medium Loyalty","WAUSAU-WI","TV Event",11,77,227,351,NULL,NULL,NULL
"77_228_351","Low Stores Medium Loyalty","WEST PALM BEACH-FL","TV Event",11,77,228,351,NULL,NULL,NULL
"77_229_351","Low Stores Medium Loyalty","WHEELING-WV","TV Event",11,77,229,351,NULL,NULL,NULL
"77_230_352","Medium Stores High Loyalty","WICHITA-KS","TV Event",11,77,230,352,NULL,NULL,NULL
"77_231_351","Low Stores Medium Loyalty","WILKES-BARRE-PA","TV Event",11,77,231,351,NULL,NULL,NULL
"77_232_352","Medium Stores High Loyalty","WILMINGTON-NC","TV Event",11,77,232,352,NULL,NULL,NULL
"77_233_350","Low Stores Low Loyalty","YAKIMA-WA","TV Event",11,77,233,350,NULL,NULL,NULL
"77_234_352","Medium Stores High Loyalty","YOUNGSTOWN-OH","TV Event",11,77,234,352,NULL,NULL,NULL
"77_235_350","Low Stores Low Loyalty","YUMA-AZ","TV Event",11,77,235,350,NULL,NULL,NULL
"77_236_351","Low Stores Medium Loyalty","ZANESVILLE-OH","TV Event",11,77,236,351,NULL,NULL,NULL
"77_237_265","Other","LAWTON-TX","TV Event",11,77,237,265,NULL,NULL,NULL
"77_238_265","Other","SAVANNAH-GA","TV Event",11,77,238,265,NULL,NULL,NULL
"77_239_265","Other","KIRKSVILLE-IA","TV Event",11,77,239,265,NULL,NULL,NULL
"77_42_350","Low Stores Low Loyalty","ABILENE-TX","TV Event",11,77,42,350,NULL,NULL,NULL
"77_43_350","Low Stores Low Loyalty","ALBANY-GA","TV Event",11,77,43,350,NULL,NULL,NULL
"77_44_351","Low Stores Medium Loyalty","ALBANY-NY","TV Event",11,77,44,351,NULL,NULL,NULL
"77_45_352","Medium Stores High Loyalty","ALBQ/SANTA FE-NM","TV Event",11,77,45,352,NULL,NULL,NULL
"77_46_353","Medium Stores Low Loyalty","AMARILLO-TX","TV Event",11,77,46,353,NULL,NULL,NULL
"77_47_352","Medium Stores High Loyalty","ANCHORAGE-AK","TV Event",11,77,47,352,NULL,NULL,NULL
"77_48_353","Medium Stores Low Loyalty","ATLANTA-GA","TV Event",11,77,48,353,NULL,NULL,NULL
"77_49_352","Medium Stores High Loyalty","AUGUSTA-GA","TV Event",11,77,49,352,NULL,NULL,NULL
"77_50_353","Medium Stores Low Loyalty","AUSTIN-TX","TV Event",11,77,50,353,NULL,NULL,NULL
"77_51_352","Medium Stores High Loyalty","BAKERSFIELD-CA","TV Event",11,77,51,352,NULL,NULL,NULL
"77_52_352","Medium Stores High Loyalty","BALTIMORE-MD","TV Event",11,77,52,352,NULL,NULL,NULL
"77_53_351","Low Stores Medium Loyalty","BANGOR-ME","TV Event",11,77,53,351,NULL,NULL,NULL
"77_54_350","Low Stores Low Loyalty","BATON ROUGE-LA","TV Event",11,77,54,350,NULL,NULL,NULL
"77_55_350","Low Stores Low Loyalty","BEAUMT/PORT ART-TX","TV Event",11,77,55,350,NULL,NULL,NULL
"77_56_350","Low Stores Low Loyalty","BEND-OR","TV Event",11,77,56,350,NULL,NULL,NULL
"77_57_352","Medium Stores High Loyalty","BILLINGS-MT","TV Event",11,77,57,352,NULL,NULL,NULL
"77_58_350","Low Stores Low Loyalty","BILOXI/GULFPORT-MS","TV Event",11,77,58,350,NULL,NULL,NULL
"77_59_352","Medium Stores High Loyalty","BINGHAMTON-NY","TV Event",11,77,59,352,NULL,NULL,NULL
"77_60_350","Low Stores Low Loyalty","BIRMINGHAM-AL","TV Event",11,77,60,350,NULL,NULL,NULL
"77_61_351","Low Stores Medium Loyalty","BLUEFIELD-WV","TV Event",11,77,61,351,NULL,NULL,NULL
"77_62_353","Medium Stores Low Loyalty","BOISE-ID","TV Event",11,77,62,353,NULL,NULL,NULL
"77_63_352","Medium Stores High Loyalty","BOSTON-MA","TV Event",11,77,63,352,NULL,NULL,NULL
"77_64_352","Medium Stores High Loyalty","BOWLING GREEN-KY","TV Event",11,77,64,352,NULL,NULL,NULL
"77_65_352","Medium Stores High Loyalty","BUFFALO-NY","TV Event",11,77,65,352,NULL,NULL,NULL
"77_66_351","Low Stores Medium Loyalty","BRLGTN-PLATTSBG-VT","TV Event",11,77,66,351,NULL,NULL,NULL
"77_67_350","Low Stores Low Loyalty","BUTTE/BOZEMAN-MT","TV Event",11,77,67,350,NULL,NULL,NULL
"77_68_350","Low Stores Low Loyalty","CASPER/RIVERTON-WY","TV Event",11,77,68,350,NULL,NULL,NULL
"77_69_352","Medium Stores High Loyalty","CEDAR RAPIDS-IA","TV Event",11,77,69,352,NULL,NULL,NULL
"77_70_352","Medium Stores High Loyalty","CHMPGN/SPRINFD-IL","TV Event",11,77,70,352,NULL,NULL,NULL
"77_71_351","Low Stores Medium Loyalty","CHRLSTN/HNTNGTN-WV","TV Event",11,77,71,351,NULL,NULL,NULL
"77_72_350","Low Stores Low Loyalty","CHARLESTON-SC","TV Event",11,77,72,350,NULL,NULL,NULL
"77_73_353","Medium Stores Low Loyalty","CHARLOTTE-NC","TV Event",11,77,73,353,NULL,NULL,NULL
"77_74_350","Low Stores Low Loyalty","CHARLOTTESVILLE","TV Event",11,77,74,350,NULL,NULL,NULL
"77_75_350","Low Stores Low Loyalty","CHATTANOOGA-TN","TV Event",11,77,75,350,NULL,NULL,NULL
"77_76_350","Low Stores Low Loyalty","CHEYENNE- WY","TV Event",11,77,76,350,NULL,NULL,NULL
"77_77_354","High Stores High Loyalty","CHICAGO-IL","TV Event",11,77,77,354,NULL,NULL,NULL
"77_78_352","Medium Stores High Loyalty","CHICO/REDDING-CA","TV Event",11,77,78,352,NULL,NULL,NULL
"77_79_352","Medium Stores High Loyalty","CINCINNATI-OH","TV Event",11,77,79,352,NULL,NULL,NULL
"77_80_351","Low Stores Medium Loyalty","CLARKSBURG-WV","TV Event",11,77,80,351,NULL,NULL,NULL
"77_81_352","Medium Stores High Loyalty","CLEVELAND-OH","TV Event",11,77,81,352,NULL,NULL,NULL
"77_82_352","Medium Stores High Loyalty","COLORADO SPRNGS-CO","TV Event",11,77,82,352,NULL,NULL,NULL
"77_83_352","Medium Stores High Loyalty","COLMBA/JEFFRSON-MO","TV Event",11,77,83,352,NULL,NULL,NULL
"77_84_352","Medium Stores High Loyalty","COLUMBIA-SC","TV Event",11,77,84,352,NULL,NULL,NULL
"77_85_350","Low Stores Low Loyalty","COLMBS/TPLO/WPT-MS","TV Event",11,77,85,350,NULL,NULL,NULL
"77_86_350","Low Stores Low Loyalty","COLUMBUS-GA","TV Event",11,77,86,350,NULL,NULL,NULL
"77_87_352","Medium Stores High Loyalty","COLUMBUS-OH","TV Event",11,77,87,352,NULL,NULL,NULL
"77_88_352","Medium Stores High Loyalty","CORPUS CHRISTI-TX","TV Event",11,77,88,352,NULL,NULL,NULL
"77_89_353","Medium Stores Low Loyalty","DALLAS-TX","TV Event",11,77,89,353,NULL,NULL,NULL
"77_90_351","Low Stores Medium Loyalty","DAVENPORT-IA","TV Event",11,77,90,351,NULL,NULL,NULL
"77_91_352","Medium Stores High Loyalty","DAYTON-OH","TV Event",11,77,91,352,NULL,NULL,NULL
"77_92_352","Medium Stores High Loyalty","DENVER-CO","TV Event",11,77,92,352,NULL,NULL,NULL
"77_93_353","Medium Stores Low Loyalty","DES MOINES-IA","TV Event",11,77,93,353,NULL,NULL,NULL
"77_94_352","Medium Stores High Loyalty","DETROIT-MI","TV Event",11,77,94,352,NULL,NULL,NULL
"77_95_350","Low Stores Low Loyalty","DOTHAN-AL","TV Event",11,77,95,350,NULL,NULL,NULL
"77_96_352","Medium Stores High Loyalty","DULUTH-MN","TV Event",11,77,96,352,NULL,NULL,NULL
"77_97_353","Medium Stores Low Loyalty","EL PASO-TX","TV Event",11,77,97,353,NULL,NULL,NULL
"77_98_351","Low Stores Medium Loyalty","ELMIRA-NY","TV Event",11,77,98,351,NULL,NULL,NULL
"77_99_352","Medium Stores High Loyalty","ERIE-PA","TV Event",11,77,99,352,NULL,NULL,NULL
"78_100_350","Low Stores Low Loyalty","EUGENE-OR","Tab Midweek",11,78,100,350,NULL,NULL,NULL
"78_101_350","Low Stores Low Loyalty","EUREKA-CA","Tab Midweek",11,78,101,350,NULL,NULL,NULL
"78_102_351","Low Stores Medium Loyalty","EVANSVILLE-IN","Tab Midweek",11,78,102,351,NULL,NULL,NULL
"78_103_352","Medium Stores High Loyalty","FARGO-ND","Tab Midweek",11,78,103,352,NULL,NULL,NULL
"78_104_353","Medium Stores Low Loyalty","FAYETTEVL/FT.SM-AR","Tab Midweek",11,78,104,353,NULL,NULL,NULL
"78_105_265","Other","FLAGSTAFF-AZ","Tab Midweek",11,78,105,265,NULL,NULL,NULL
"78_106_351","Low Stores Medium Loyalty","FLNT/SGNW-BYCT-MI","Tab Midweek",11,78,106,351,NULL,NULL,NULL
"78_107_353","Medium Stores Low Loyalty","FLORNCE/MRTL BE-SC","Tab Midweek",11,78,107,353,NULL,NULL,NULL
"78_108_351","Low Stores Medium Loyalty","FORT MYRS/NAPLS-FL","Tab Midweek",11,78,108,351,NULL,NULL,NULL
"78_109_352","Medium Stores High Loyalty","FORT WAYNE-IN","Tab Midweek",11,78,109,352,NULL,NULL,NULL
"78_110_353","Medium Stores Low Loyalty","FRESNO/VISALIA-CA","Tab Midweek",11,78,110,353,NULL,NULL,NULL
"78_111_350","Low Stores Low Loyalty","GAINESVILLE-FL","Tab Midweek",11,78,111,350,NULL,NULL,NULL
"78_112_352","Medium Stores High Loyalty","GRD JCT/MNTS-CO","Tab Midweek",11,78,112,352,NULL,NULL,NULL
"78_113_352","Medium Stores High Loyalty","GRD RPD KMZ-MI","Tab Midweek",11,78,113,352,NULL,NULL,NULL
"78_114_352","Medium Stores High Loyalty","GREENBAY/APLTN-WI","Tab Midweek",11,78,114,352,NULL,NULL,NULL
"78_115_351","Low Stores Medium Loyalty","GREENSBORO-NC","Tab Midweek",11,78,115,351,NULL,NULL,NULL
"78_116_350","Low Stores Low Loyalty","GREENVILLE-NC","Tab Midweek",11,78,116,350,NULL,NULL,NULL
"78_117_351","Low Stores Medium Loyalty","GREENVILLE-SC","Tab Midweek",11,78,117,351,NULL,NULL,NULL
"78_118_352","Medium Stores High Loyalty","HBG/LANCAST-PA","Tab Midweek",11,78,118,352,NULL,NULL,NULL
"78_119_351","Low Stores Medium Loyalty","HARRISONBURG-VA","Tab Midweek",11,78,119,351,NULL,NULL,NULL
"78_120_350","Low Stores Low Loyalty","HATTSBURG/LAURL-MS","Tab Midweek",11,78,120,350,NULL,NULL,NULL
"78_121_353","Medium Stores Low Loyalty","HOUSTON-TX","Tab Midweek",11,78,121,353,NULL,NULL,NULL
"78_122_351","Low Stores Medium Loyalty","HUNTSVILLE-AL","Tab Midweek",11,78,122,351,NULL,NULL,NULL
"78_123_353","Medium Stores Low Loyalty","IDHO FLS/POCTLO-ID","Tab Midweek",11,78,123,353,NULL,NULL,NULL
"78_124_352","Medium Stores High Loyalty","INDIANAPOLIS-IN","Tab Midweek",11,78,124,352,NULL,NULL,NULL
"78_125_350","Low Stores Low Loyalty","JACKSON-MS","Tab Midweek",11,78,125,350,NULL,NULL,NULL
"78_126_350","Low Stores Low Loyalty","JACKSON-TN","Tab Midweek",11,78,126,350,NULL,NULL,NULL
"78_127_352","Medium Stores High Loyalty","JACKSONVILLE-FL","Tab Midweek",11,78,127,352,NULL,NULL,NULL
"78_128_351","Low Stores Medium Loyalty","JOHNSTOWN/ALTNA-PA","Tab Midweek",11,78,128,351,NULL,NULL,NULL
"78_129_350","Low Stores Low Loyalty","JONESBORO-AR","Tab Midweek",11,78,129,350,NULL,NULL,NULL
"78_130_352","Medium Stores High Loyalty","JOPLIN/PTSBURG-MO","Tab Midweek",11,78,130,352,NULL,NULL,NULL
"78_131_353","Medium Stores Low Loyalty","KANSAS CT-KS / MO","Tab Midweek",11,78,131,353,NULL,NULL,NULL
"78_132_351","Low Stores Medium Loyalty","KNOXVILLE-TN","Tab Midweek",11,78,132,351,NULL,NULL,NULL
"78_133_352","Medium Stores High Loyalty","LA CRSE/EAU CL-WI","Tab Midweek",11,78,133,352,NULL,NULL,NULL
"78_134_352","Medium Stores High Loyalty","LAFAYETTE-IN","Tab Midweek",11,78,134,352,NULL,NULL,NULL
"78_135_350","Low Stores Low Loyalty","LAFAYETTE-LA","Tab Midweek",11,78,135,350,NULL,NULL,NULL
"78_137_352","Medium Stores High Loyalty","LANSING/JACKSON-MI","Tab Midweek",11,78,137,352,NULL,NULL,NULL
"78_139_353","Medium Stores Low Loyalty","LAS VEGAS-NV","Tab Midweek",11,78,139,353,NULL,NULL,NULL
"78_140_353","Medium Stores Low Loyalty","LEXINGTON-KY","Tab Midweek",11,78,140,353,NULL,NULL,NULL
"78_141_351","Low Stores Medium Loyalty","LIMA-OH","Tab Midweek",11,78,141,351,NULL,NULL,NULL
"78_142_352","Medium Stores High Loyalty","LINCOLN-NE","Tab Midweek",11,78,142,352,NULL,NULL,NULL
"78_143_350","Low Stores Low Loyalty","LITTLE ROCK-AR","Tab Midweek",11,78,143,350,NULL,NULL,NULL
"78_144_354","High Stores High Loyalty","LOS ANGELES-CA","Tab Midweek",11,78,144,354,NULL,NULL,NULL
"78_145_352","Medium Stores High Loyalty","LOUISVILLE-KY","Tab Midweek",11,78,145,352,NULL,NULL,NULL
"78_146_352","Medium Stores High Loyalty","LUBBOCK-TX","Tab Midweek",11,78,146,352,NULL,NULL,NULL
"78_147_350","Low Stores Low Loyalty","MACON-GA","Tab Midweek",11,78,147,350,NULL,NULL,NULL
"78_148_352","Medium Stores High Loyalty","MADISON-WI","Tab Midweek",11,78,148,352,NULL,NULL,NULL
"78_149_352","Medium Stores High Loyalty","MANKATO-MN","Tab Midweek",11,78,149,352,NULL,NULL,NULL
"78_150_351","Low Stores Medium Loyalty","MARQUETTE-MI","Tab Midweek",11,78,150,351,NULL,NULL,NULL
"78_151_353","Medium Stores Low Loyalty","MCALLEN-TX","Tab Midweek",11,78,151,353,NULL,NULL,NULL
"78_152_351","Low Stores Medium Loyalty","MDFRD/KLMATH FA-OR","Tab Midweek",11,78,152,351,NULL,NULL,NULL
"78_153_350","Low Stores Low Loyalty","MEMPHIS-TN","Tab Midweek",11,78,153,350,NULL,NULL,NULL
"78_154_353","Medium Stores Low Loyalty","MIAMI/FT. LDRDA-FL","Tab Midweek",11,78,154,353,NULL,NULL,NULL
"78_155_353","Medium Stores Low Loyalty","MIDLAND-TX","Tab Midweek",11,78,155,353,NULL,NULL,NULL
"78_156_352","Medium Stores High Loyalty","MILWAUKEE-WI","Tab Midweek",11,78,156,352,NULL,NULL,NULL
"78_157_352","Medium Stores High Loyalty","MINNEAPOLIS-MN","Tab Midweek",11,78,157,352,NULL,NULL,NULL
"78_158_352","Medium Stores High Loyalty","MINOT/BISMARCK-ND","Tab Midweek",11,78,158,352,NULL,NULL,NULL
"78_159_350","Low Stores Low Loyalty","MBLE/PNSCOLA-AL/FL","Tab Midweek",11,78,159,350,NULL,NULL,NULL
"78_160_350","Low Stores Low Loyalty","MONROE/EL DORDO-LA","Tab Midweek",11,78,160,350,NULL,NULL,NULL
"78_161_350","Low Stores Low Loyalty","MONTEREY/SALINA-CA","Tab Midweek",11,78,161,350,NULL,NULL,NULL
"78_162_350","Low Stores Low Loyalty","MONTGOMERY-AL","Tab Midweek",11,78,162,350,NULL,NULL,NULL
"78_163_353","Medium Stores Low Loyalty","NASHVILLE-TN","Tab Midweek",11,78,163,353,NULL,NULL,NULL
"78_164_352","Medium Stores High Loyalty","NEW HAVEN/HARTD-CT","Tab Midweek",11,78,164,352,NULL,NULL,NULL
"78_165_350","Low Stores Low Loyalty","NEW ORLEANS-LA","Tab Midweek",11,78,165,350,NULL,NULL,NULL
"78_166_352","Medium Stores High Loyalty","NORFOLK-VA","Tab Midweek",11,78,166,352,NULL,NULL,NULL
"78_167_353","Medium Stores Low Loyalty","OKLAHOMA CITY-OK","Tab Midweek",11,78,167,353,NULL,NULL,NULL
"78_168_353","Medium Stores Low Loyalty","OMAHA-NE","Tab Midweek",11,78,168,353,NULL,NULL,NULL
"78_169_353","Medium Stores Low Loyalty","ORLNDO/DYTNA/MB-FL","Tab Midweek",11,78,169,353,NULL,NULL,NULL
"78_170_351","Low Stores Medium Loyalty","PADUCAH-KY","Tab Midweek",11,78,170,351,NULL,NULL,NULL
"78_171_353","Medium Stores Low Loyalty","PALM SPRINGS-CA","Tab Midweek",11,78,171,353,NULL,NULL,NULL
"78_172_351","Low Stores Medium Loyalty","PANAMA CITY-FL","Tab Midweek",11,78,172,351,NULL,NULL,NULL
"78_173_351","Low Stores Medium Loyalty","PARKERSBURG-WV","Tab Midweek",11,78,173,351,NULL,NULL,NULL
"78_174_352","Medium Stores High Loyalty","PEORIA/BLMNGTN-IL","Tab Midweek",11,78,174,352,NULL,NULL,NULL
"78_175_352","Medium Stores High Loyalty","PHILADELPHIA-PA","Tab Midweek",11,78,175,352,NULL,NULL,NULL
"78_176_353","Medium Stores Low Loyalty","PHOENIX-AZ","Tab Midweek",11,78,176,353,NULL,NULL,NULL
"78_177_352","Medium Stores High Loyalty","PITTSBURGH-PA","Tab Midweek",11,78,177,352,NULL,NULL,NULL
"78_178_351","Low Stores Medium Loyalty","PORTLAND-ME","Tab Midweek",11,78,178,351,NULL,NULL,NULL
"78_179_353","Medium Stores Low Loyalty","PORTLAND-OR","Tab Midweek",11,78,179,353,NULL,NULL,NULL
"78_180_352","Medium Stores High Loyalty","PROVIDENCE-RI","Tab Midweek",11,78,180,352,NULL,NULL,NULL
"78_181_351","Low Stores Medium Loyalty","QUINCY-IL","Tab Midweek",11,78,181,351,NULL,NULL,NULL
"78_182_353","Medium Stores Low Loyalty","RALEIGH-NC","Tab Midweek",11,78,182,353,NULL,NULL,NULL
"78_183_352","Medium Stores High Loyalty","RAPID CITY-SD","Tab Midweek",11,78,183,352,NULL,NULL,NULL
"78_184_352","Medium Stores High Loyalty","RENO-NV","Tab Midweek",11,78,184,352,NULL,NULL,NULL
"78_185_352","Medium Stores High Loyalty","RICHMOND-VA","Tab Midweek",11,78,185,352,NULL,NULL,NULL
"78_186_351","Low Stores Medium Loyalty","ROANOKE/LYCHBRG-VA","Tab Midweek",11,78,186,351,NULL,NULL,NULL
"78_187_352","Medium Stores High Loyalty","ROCHESTER-MN","Tab Midweek",11,78,187,352,NULL,NULL,NULL
"78_188_351","Low Stores Medium Loyalty","ROCHESTER-NY","Tab Midweek",11,78,188,351,NULL,NULL,NULL
"78_189_352","Medium Stores High Loyalty","ROCKFORD-IL","Tab Midweek",11,78,189,352,NULL,NULL,NULL
"78_190_353","Medium Stores Low Loyalty","SACRAMENTO-CA","Tab Midweek",11,78,190,353,NULL,NULL,NULL
"78_191_351","Low Stores Medium Loyalty","SALISBURY-MD","Tab Midweek",11,78,191,351,NULL,NULL,NULL
"78_192_353","Medium Stores Low Loyalty","SALT LAKE CITY-UT","Tab Midweek",11,78,192,353,NULL,NULL,NULL
"78_193_353","Medium Stores Low Loyalty","SAN ANTONIO-TX","Tab Midweek",11,78,193,353,NULL,NULL,NULL
"78_194_353","Medium Stores Low Loyalty","SAN DIEGO-CA","Tab Midweek",11,78,194,353,NULL,NULL,NULL
"78_195_353","Medium Stores Low Loyalty","SAN FRANCISCO-CA","Tab Midweek",11,78,195,353,NULL,NULL,NULL
"78_196_352","Medium Stores High Loyalty","SANTA BARBARA-CA","Tab Midweek",11,78,196,352,NULL,NULL,NULL
"78_197_353","Medium Stores Low Loyalty","SEATTLE-WA","Tab Midweek",11,78,197,353,NULL,NULL,NULL
"78_199_350","Low Stores Low Loyalty","SHREVEPORT-LA","Tab Midweek",11,78,199,350,NULL,NULL,NULL
"78_200_352","Medium Stores High Loyalty","SIOUX CITY-IA","Tab Midweek",11,78,200,352,NULL,NULL,NULL
"78_201_352","Medium Stores High Loyalty","SIOUX FALLS-SD","Tab Midweek",11,78,201,352,NULL,NULL,NULL
"78_202_351","Low Stores Medium Loyalty","SOUTH BEND-IN","Tab Midweek",11,78,202,351,NULL,NULL,NULL
"78_203_350","Low Stores Low Loyalty","SPOKANE-WA","Tab Midweek",11,78,203,350,NULL,NULL,NULL
"78_204_351","Low Stores Medium Loyalty","SPRINGFIELD-MA","Tab Midweek",11,78,204,351,NULL,NULL,NULL
"78_205_352","Medium Stores High Loyalty","SPRINGFIELD-MO","Tab Midweek",11,78,205,352,NULL,NULL,NULL
"78_206_265","Other","ST. GEORGE-UT","Tab Midweek",11,78,206,265,NULL,NULL,NULL
"78_207_350","Low Stores Low Loyalty","ST. JOSEPH-MO","Tab Midweek",11,78,207,350,NULL,NULL,NULL
"78_208_352","Medium Stores High Loyalty","ST. LOUIS-MO","Tab Midweek",11,78,208,352,NULL,NULL,NULL
"78_209_351","Low Stores Medium Loyalty","SYRACUSE-NY","Tab Midweek",11,78,209,351,NULL,NULL,NULL
"78_210_350","Low Stores Low Loyalty","TALLHSSE/THMSVL-FL","Tab Midweek",11,78,210,350,NULL,NULL,NULL
"78_211_353","Medium Stores Low Loyalty","TMPA/ST.PT/LKLD-FL","Tab Midweek",11,78,211,353,NULL,NULL,NULL
"78_212_351","Low Stores Medium Loyalty","TERRE HAUTE-IN","Tab Midweek",11,78,212,351,NULL,NULL,NULL
"78_213_265","Other","TEXARKANA-TX","Tab Midweek",11,78,213,265,NULL,NULL,NULL
"78_214_352","Medium Stores High Loyalty","TOLEDO-OH","Tab Midweek",11,78,214,352,NULL,NULL,NULL
"78_215_352","Medium Stores High Loyalty","TOPEKA-KS","Tab Midweek",11,78,215,352,NULL,NULL,NULL
"78_216_351","Low Stores Medium Loyalty","TRAVERSE CITY-MI","Tab Midweek",11,78,216,351,NULL,NULL,NULL
"78_217_351","Low Stores Medium Loyalty","TRI CITIES-TN","Tab Midweek",11,78,217,351,NULL,NULL,NULL
"78_218_354","High Stores High Loyalty","TRI-STATE-NY/NJ/CT","Tab Midweek",11,78,218,354,NULL,NULL,NULL
"78_219_352","Medium Stores High Loyalty","TUCSON-AZ","Tab Midweek",11,78,219,352,NULL,NULL,NULL
"78_220_352","Medium Stores High Loyalty","TULSA-OK","Tab Midweek",11,78,220,352,NULL,NULL,NULL
"78_221_350","Low Stores Low Loyalty","TYLER/LONGVIEW-TX","Tab Midweek",11,78,221,350,NULL,NULL,NULL
"78_222_352","Medium Stores High Loyalty","UTICA-NY","Tab Midweek",11,78,222,352,NULL,NULL,NULL
"78_224_353","Medium Stores Low Loyalty","WACO/TMPL/BRYAN-TX","Tab Midweek",11,78,224,353,NULL,NULL,NULL
"78_225_352","Medium Stores High Loyalty","WASHINGTON D.C.","Tab Midweek",11,78,225,352,NULL,NULL,NULL
"78_227_351","Low Stores Medium Loyalty","WAUSAU-WI","Tab Midweek",11,78,227,351,NULL,NULL,NULL
"78_228_351","Low Stores Medium Loyalty","WEST PALM BEACH-FL","Tab Midweek",11,78,228,351,NULL,NULL,NULL
"78_229_351","Low Stores Medium Loyalty","WHEELING-WV","Tab Midweek",11,78,229,351,NULL,NULL,NULL
"78_231_351","Low Stores Medium Loyalty","WILKES-BARRE-PA","Tab Midweek",11,78,231,351,NULL,NULL,NULL
"78_232_352","Medium Stores High Loyalty","WILMINGTON-NC","Tab Midweek",11,78,232,352,NULL,NULL,NULL
"78_233_350","Low Stores Low Loyalty","YAKIMA-WA","Tab Midweek",11,78,233,350,NULL,NULL,NULL
"78_234_352","Medium Stores High Loyalty","YOUNGSTOWN-OH","Tab Midweek",11,78,234,352,NULL,NULL,NULL
"78_235_350","Low Stores Low Loyalty","YUMA-AZ","Tab Midweek",11,78,235,350,NULL,NULL,NULL
